numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,probleme,remarks,droitsunitaires,value_as_reported,computed_value,replace_computed_up
206,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",15,Pierres a eguiser,Etats du Roy de Sardaigne,,1.5,Quintaux,0,Mesure d'origine livre,"0,5",0,0,0
207,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",15,Pierres a eguiser,Etats du Roy de Sardaigne,,5,Quintaux,0,Mesure d'origine livre,"0,5",0,0,0
208,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",15,Pierres a eguiser,Etats du Roy de Sardaigne,,3.26,Quintaux,0,Mesure d'origine livre,"0,5",0,0,0
209,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",15,Pierre a batir,Etats du Roy de Sardaigne,,76,Milliers,0,Prix pour le mil,"0,1",0,0,0
210,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",15,Pierre a faucher,Etats du Roy de Sardaigne,,4.8,Quintaux,0,Mesure d'origine livre,"0,4",0,0,0
211,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",15,Pierres de tailles a effiler,Etats du Roy de Sardaigne,,.1,Quintaux,0,Mesure d'origine livre,"0,4",0,0,0
212,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",15,Poix blanche,Etats du Roy de Sardaigne,,1.25,Quintaux,0,Mesure d'origine livre,"0,6",0,0,0
213,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",15,Poix blanche,Etats du Roy de Sardaigne,,2,Quintaux,0,Mesure d'origine livre,"0,6",0,0,0
214,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",15,Poix raisine,Etats du Roy de Sardaigne,,16.76,Quintaux,0,Mesure d'origine livre,"1,038",0,0,0
215,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",15,Poix raisine,Etats du Roy de Sardaigne,,.4,Quintaux,0,Mesure d'origine livre,"0,75",0,0,0
216,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",15,Poix etrangere,Etats du Roy de Sardaigne,,4.25,Quintaux,0,Mesure d'origine livre,"0,6",0,0,0
217,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",15,Poix noire,Etats du Roy de Sardaigne,,2.5,Quintaux,0,Mesure d'origine livre,"1,4",0,0,0
218,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",15,Peaux de mouton,Etats du Roy de Sardaigne,,18,Nombres,0,Droits 2 livres 6 sous 8 deniers le quintal,0,0,0,0
219,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",15,Peaux crues de mouton,Etats du Roy de Sardaigne,,122.8,Quintaux,0,Mesure d'origine livre,"0,45",0,0,0
220,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",15,Peau de veau habillées,Etats du Roy de Sardaigne,,3.25,Douzaines,0,Droits 6 sous la douzaine,"0,3",0,0,0
221,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",15,Peau de veau passant par transit,Etats du Roy de Sardaigne,,6,Nombres,0,Prix unitaire à la douzaine,1,0,0,0
222,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",15,Peaux de brebis,Etats du Roy de Sardaigne,,15,Nombres,0,Prix unitaire à la douzaine,"0,113",0,0,0
223,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",15,Peaux crues,Etats du Roy de Sardaigne,,9880,Nombres,0,Prix unitaire à la douzaine,"0,45",0,0,0
224,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",15,Peaux de bouc,Etats du Roy de Sardaigne,,36,Nombres,0,Prix unitaire à la douzaine,"0,6",0,0,0
225,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",15,Peaux de chamois,Etats du Roy de Sardaigne,,4,Nombres,0,Prix unitaire à la douzaine,3,0,0,0
226,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",15,Peaux pelleteries,Etats du Roy de Sardaigne,,3.06,Quintaux,0,Mesure d'origine livre,"2,333",0,0,0
227,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",15,Peaux en poil,Etats du Roy de Sardaigne,,5.15,Quintaux,0,Mesure d'origine livre,"2,333",0,0,0
228,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",15,Poil de chameau,Etats du Roy de Sardaigne,,17.75,Quintaux,0,Mesure d'origine livre,"0,625",0,0,0
229,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",15,Poissons,Etats du Roy de Sardaigne,,19,Quintaux,0,Mesure d'origine livre,"0,125",0,0,0
230,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",16,Poivre leger,Etats du Roy de Sardaigne,,.29,Quintaux,0,Mesure d'origine livre,"5,5",0,0,0
231,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",16,Poivre en grains,Etats du Roy de Sardaigne,,.02,Quintaux,0,Mesure d'origine livre,"0,7",0,0,0
232,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",16,Poudre a poudrer,Etats du Roy de Sardaigne,,30,Livres,0,,"0,008",0,0,0
233,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",16,Plombs a tirer,Etats du Roy de Sardaigne,,15,Livres,0,,"0,5",0,0,0
234,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",16,Planches de sapin,Etats du Roy de Sardaigne,,334,Livres,0,Droits a 5 sous le pourcentage,0,0,0,0
235,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",16,Planches de sapin,Etats du Roy de Sardaigne,,48,Livres,0,Droits 2 livres et 10 sous le pourcentage,0,0,0,0
236,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",16,Pots de terre,Etats du Roy de Sardaigne,,76000,Nombres,0,,"0,1",0,0,0
237,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",16,Quincaillerie,Etats du Roy de Sardaigne,,23.1,Quintaux,0,Mesure d'origine livre,2,0,0,0
238,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",16,Quincaillerie,Etats du Roy de Sardaigne,,23.7,Quintaux,0,Mesure d'origine livre,2,0,0,0
239,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",16,Quincaillerie,Etats du Roy de Sardaigne,,1.12,Quintaux,0,Mesure d'origine livre,2,0,0,0
240,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",16,Quincaillerie,Etats du Roy de Sardaigne,,17.85,Quintaux,0,Mesure d'origine livre,2,0,0,0
241,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",16,Quincaillerie,Etats du Roy de Sardaigne,,.25,Quintaux,0,Mesure d'origine livre,2,0,0,0
242,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",17,Ris,Etats du Roy de Sardaigne,,352.6,Quintaux,0,Mesure d'origine livre,"0,333",0,0,0
243,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",17,Ris,Etats du Roy de Sardaigne,,276.3,Quintaux,0,Mesure d'origine livre,"0,333",0,0,0
244,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",17,Ris,Etats du Roy de Sardaigne,,21.7,Quintaux,0,Mesure d'origine livre,"0,333",0,0,0
245,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",17,Ris,Etats du Roy de Sardaigne,,3.25,Quintaux,0,Mesure d'origine livre,"0,333",0,0,0
246,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",17,Ris,Etats du Roy de Sardaigne,,2,Quintaux,0,Mesure d'origine livre,"1,038",0,0,0
247,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",17,Ris,Etats du Roy de Sardaigne,,7.5,Quintaux,0,Mesure d'origine livre,"1,783",0,0,0
248,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",17,Ris,Etats du Roy de Sardaigne,,27.5,Quintaux,0,Mesure d'origine livre,"0,7",0,0,0
249,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",17,Ris,Etats du Roy de Sardaigne,,29.97,Quintaux,0,Mesure d'origine livre,"0,7",0,0,0
250,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",17,Ris,Etats du Roy de Sardaigne,,595.16,Quintaux,0,Mesure d'origine livre,"0,175",0,0,0
251,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",17,Ris,Etats du Roy de Sardaigne,,1,Quintaux,0,Mesure d'origine livre,"0,7",0,0,0
252,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",17,Ris,Etats du Roy de Sardaigne,,78.8,Quintaux,0,Mesure d'origine livre,"0,333",0,0,0
253,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",17,Ris,Etats du Roy de Sardaigne,,602.96,Quintaux,0,Mesure d'origine livre,"1,038",0,0,0
254,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",17,Rossoly de Thurin,Etats du Roy de Sardaigne,,.24,Quintaux,0,Mesure d'origine livre,"0,8",0,0,0
255,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",17,Raisins,Etats du Roy de Sardaigne,,1,Quintaux,0,Mesure d'origine livre,"0,4",0,0,0
256,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",17,Ratine,Etats du Roy de Sardaigne,,.14,Quintaux,0,Mesure d'origine livre,5,0,0,0
257,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",17,Rognures de peaux,Etats du Roy de Sardaigne,,1.5,Quintaux,0,Mesure d'origine livre,"0,2",0,0,0
258,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",18,Sucres et confitures,Etats du Roy de Sardaigne,,8.81,Quintaux,0,Mesure d'origine livre,"3,113",0,0,0
259,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",18,Sucre noix,Etats du Roy de Sardaigne,,.62,Quintaux,0,Mesure d'origine livre,4,0,0,0
260,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",18,Sucre en pain,Etats du Roy de Sardaigne,,.02,Quintaux,0,Mesure d'origine livre,"22,8",0,0,0
261,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",18,Suif,Etats du Roy de Sardaigne,,11.7,Quintaux,0,Mesure d'origine livre,"0,5",0,0,0
262,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",18,Suif,Etats du Roy de Sardaigne,,1.45,Quintaux,0,Mesure d'origine livre,"1,25",0,0,0
263,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",18,Suifs et graisses,Etats du Roy de Sardaigne,,1,Quintaux,0,Mesure d'origine livre,"1,038",0,0,0
264,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",18,Soyes,Etats du Roy de Sardaigne,,.03,Quintaux,0,Mesure d'origine livre,"1,25",0,0,0
265,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",18,Soye de porc etrangere,Etats du Roy de Sardaigne,,.2,Quintaux,0,Mesure d'origine livre,10,0,0,0
266,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",18,Serges du pays,Etats du Roy de Sardaigne,,11,Cannes,0,,"0,05",0,0,0
267,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",18,Serges de Savoye,Etats du Roy de Sardaigne,,1,Pièces,0,,"0,15",0,0,0
268,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",18,Savon,Etats du Roy de Sardaigne,,.15,Quintaux,0,Mesure d'origine livre,7,0,0,0
269,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",18,Savon,Etats du Roy de Sardaigne,,.15,Quintaux,0,Mesure d'origine livre,7,0,0,0
270,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",18,Sardines,Etats du Roy de Sardaigne,,26,Barils,0,,"0,075",0,0,0
271,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",18,Sceaux de bois,Etats du Roy de Sardaigne,,187.5,Douzaines,0,,"0,1",0,0,0
272,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",18,Souffre,Etats du Roy de Sardaigne,,.15,Quintaux,0,Mesure d'origine livre,"0,95",0,0,0
273,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",18,Seil de bois,Etats du Roy de Sardaigne,,25,Douzaines,0,doute sur la marchandise,"0,025",0,0,0
274,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",19,Toilles,Etats du Roy de Sardaigne,,321.5,Livres,0,,"2,075",0,0,0
275,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",19,Toilles de toute sorte,Etats du Roy de Sardaigne,,4,Pièces,0,,"0,75",0,0,0
276,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",19,Toilles,Etats du Roy de Sardaigne,,.2,Quintaux,0,Mesure d'origine livre,"1,75",0,0,0
277,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",19,Toilles de Piemont,Etats du Roy de Sardaigne,,30,Pièces,0,,"0,35",0,0,0
278,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",19,Toilles d'Allemagne,Etats du Roy de Sardaigne,,1.5,Pièces,0,,"0,4",0,0,0
279,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",19,Toilles de chanvre,Etats du Roy de Sardaigne,,11,Aunes,0,Droits 4 livres la pièce,0,0,0,0
280,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",19,Toille d'etoupe,Etats du Roy de Sardaigne,,.2,Quintaux,0,Mesure d'origine livre,4,0,0,0
281,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",19,Therebantines,Etats du Roy de Sardaigne,,.25,Quintaux,0,Mesure d'origine livre,"1,225",0,0,0
282,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",19,Therebantines,Etats du Roy de Sardaigne,,1,Quintaux,0,Mesure d'origine livre,"1,225",0,0,0
283,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",19,Tableaux,Etats du Roy de Sardaigne,,8,Livres,0,,1,0,0,0
284,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",19,Thé,Etats du Roy de Sardaigne,,.13,Quintaux,0,Mesure d'origine livre,"22,8",0,0,0
285,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",19,Terrailles communes,Etats du Roy de Sardaigne,,12,Quintaux,0,Mesure d'origine livre,"0,125",0,0,0
286,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",20,Vins,Etats du Roy de Sardaigne,,58.75,Charges,0,,3,0,0,0
287,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",20,Vins,Etats du Roy de Sardaigne,,.38,Quintaux,0,Prix unitaire au quintal,"0,5",0,0,0
288,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",20,Vins,Etats du Roy de Sardaigne,,20,Saumes,0,Prix unitaire au quintal,"0,5",0,0,0
289,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",20,Vins,Etats du Roy de Sardaigne,,58,Saumes,0,Prix unitaire au quintal,"0,5",0,0,0
290,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",20,Vins,Etats du Roy de Sardaigne,,22.5,Saumes,0,Prix unitaire au quintal,"0,5",0,0,0
291,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",20,Vins,Etats du Roy de Sardaigne,,19,Septiers,0,,"0,25",0,0,0
292,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",20,Vins,Etats du Roy de Sardaigne,,2,Charges,0,Droits 10 sous le quintal,0,0,0,0
293,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",20,Vin et vinaigre,Etats du Roy de Sardaigne,,16,Barraux,0,,"0,2",0,0,0
294,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",20,Verre a boire,Etats du Roy de Sardaigne,,.4,Quintaux,0,Mesure d'origine livre,10,0,0,0
295,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",20,Verre a boire,Etats du Roy de Sardaigne,,1.85,Quintaux,0,Mesure d'origine livre,"1,5",0,0,0
296,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",20,Verre d'allemagne,Etats du Roy de Sardaigne,,3.1,Quintaux,0,Mesure d'origine livre,10,0,0,0
297,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",20,Verre en bouteille,Etats du Roy de Sardaigne,,.7,Charrette,0,,"0,6",0,0,0
298,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",20,Vernis de terre,Etats du Roy de Sardaigne,,4.5,Quintaux,0,Mesure d'origine livre,"0,275",0,0,0
299,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",20,Vieux drapeaux,Etats du Roy de Sardaigne,,82.5,Quintaux,0,Mesure d'origine livre,"0,1",0,0,0
300,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",20,Vieux drapeaux,Etats du Roy de Sardaigne,,147.26,Quintaux,0,Mesure d'origine livre,"0,1",0,0,0
301,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",20,Vieux drapeaux,Etats du Roy de Sardaigne,,3,Quintaux,0,Mesure d'origine livre,"0,1",0,0,0
302,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",20,Viande de paste,Etats du Roy de Sardaigne,,1.5,Quintaux,0,Mesure d'origine livre,"0,3",0,0,0
303,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",20,Vans et verges d'osier,Etats du Roy de Sardaigne,7.5,,,-7.5,Droits à 5% de la valeur,0,"7,5",0,0
304,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",20,Vans a vanes,Etats du Roy de Sardaigne,,114,Douzaines,0,Droits 5 sous la charge,0,0,0,0
305,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",20,Vermichelly,Etats du Roy de Sardaigne,,15.4,Quintaux,0,Mesure d'origine livre,"0,3",0,0,0
306,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",20,Volailles,Etats du Roy de Sardaigne,,.66,Douzaines,0,Prix unitaire à la douzaine,"0,25",0,0,0
307,Anthony Rebours,2C635,Local - out/Grenoble - Entrées - 1725-1726.csv,Local - out,1726 - 1725 à 1726,Imports,"Grenoble, Marseille et Lyon",20,Volailles,Etats du Roy de Sardaigne,,.5,Douzaines,0,Prix unitaire à la douzaine,"0,25",0,0,0
