numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,year,direction,bureaux,sheet,marchandises,pays,quantit,quantity_unit,Prix unitaire / unité de compte Lt,Prix unitaire / unité de compte Sous,Prix unitaire / unité de compte Deniers,unit_price,Valeur en livres tournois,valeur en sous,valeur en denier,value,Valeur calculée (avec prix),probleme,Remarques
211,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Saint-Malo,8,Sirop à boire,Marseille,,,,,,,392,,,392,,,
212,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Saint-Malo,8,Souffre en canon,Marseille,58649,Livres,"0,1",,,"0,1",5865,,,5865,"5864,9","0,1",10 livres le quintal
213,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Saint-Malo,8,Suif en chandele,Marseille,7035,Livres,,15,,"0,75",5276,,,5276,"5276,25","-0,25",
214,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Saint-Malo,8,Terrerie,Angleterre,,,,,,,231,,,231,,,
215,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Saint-Malo,8,Terre pozolane,Marseille,1800,Livres,,"0,5",,"0,025",45,,,45,45,0,50 sous le quintal
216,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Saint-Malo,8,Thé,Angleterre,14,Livres,6,,,6,84,,,84,84,0,
217,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Saint-Malo,8,Toilles diverses,Espagne,,,,,,,1125,,,1125,,,
218,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Saint-Malo,8,Toilles diverses,Angleterre,,,,,,,6772,,,6772,,,
219,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Saint-Malo,8,Toilles diverses,Hollande,,,,,,,4872,,,4872,,,
220,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Saint-Malo,8,Toilles platille,Hollande,7604,Pièces,7,10,,"7,5",57030,,,57030,57030,0,
221,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Saint-Malo,8,Mousselinette,Angleterre,,,,,,,5950,,,5950,,,
222,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Saint-Malo,8,Toille bajutapaux,L'Orient,90,Pièces,20,,,20,1800,,,1800,1800,0,
223,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Saint-Malo,8,Toille chasselas,L'Orient,80,Pièces,30,,,30,2400,,,2400,2400,0,
224,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Saint-Malo,9,Verroterie en rassade,Hollande,2480,Livres,,15,,"0,75",1871,,,1871,1860,11,
225,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Saint-Malo,9,Verres de montres,Angleterre,,,,,,,179,,,179,,,
226,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Saint-Malo,9,Vins divers,Marseille,,,,,,,2705,,,2705,,,Total pour Petites isles et Marseille
227,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Saint-Malo,9,Vin de Provence ,Marseille,714,Muids,,,,,41190,,,41190,,,
228,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Saint-Malo,9,Vin de Bordeaux,Lorient,,Bouteilles,,,,,100,,,100,,,
229,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Saint-Malo,9,Vin  Muscat,Marseille,,,,,,,699,,,699,,,
230,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Saint-Malo,9,Vin de Chypres,Marseille,,,,,,,121,,,121,,,
231,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Saint-Malo,9,Vin d'Espagne,Marseille,,,,,,,1620,,,1620,,,
232,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Saint-Malo,9,Vin d'Espagne,Espagne,,,,,,,17954,,,17954,,,
233,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Saint-Malo,9,Vinaigre,Petites isles,160,,,,,,6064,,,6064,,,
234,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Saint-Malo,9,Voiture,Angleterre,2,Nombre,,,,,2600,,,2600,,,
235,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Saint-Malo,9,Ustensile de pêche,Angleterre,,,,,,,156,,,156,,,
236,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Acier en barres,Suède,11000,Livres,"0,25",,,"0,25",2750,,,2750,2750,0,25 livres le quintal
237,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Amandes en coques,Marseille,4378,Livres,"0,5",,,"0,5",2189,,,2189,2189,0,50 livres le quintal
238,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Amandes en coques,Espagne,815,Livres,"0,5",,,"0,5",407,,,407,"407,5","-0,5",50 livres le quintal
239,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Amandes en coques,Portugal,6677,Livres,"0,5",,,"0,5",3338,,,3338,"3338,5","-0,5",50 livres le quintal
240,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Amandes cassées,Petites isles,773,Livres,"0,6",,,"0,6",464,,,464,"463,8","0,2",
241,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Bierre,Hollande,,,,,,,378,,,378,,,Quantités difficiles à lire
242,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Bois de chêne,Etats unis de l'Amérique,15300,Nombre,,,,,1605,,,1605,,,Pas de prix unitaire
243,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Bois en aviron,Danemark et Norvège,37,Pairs,3,,,3,111,,,111,111,0,
244,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Bois en aviron,Russie et Courlande,40,Pairs,3,,,3,120,,,120,120,0,
245,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Bois de sapin en planches,Dunkerque,1342,Nombre,,20,,1,1342,,,1342,1342,0,
246,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Bois de sapin en planches,Suède,20300,Nombre,,20,,1,20300,,,20300,20300,0,
247,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Bois de sapin en planches,Danemark et Norvège,14204,Nombre,,20,,1,14204,,,14204,14204,0,
248,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Bois de sapin en planches,Russie et Courlande,10571,Nombre,,20,,1,10571,,,10571,10571,0,
249,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Bois de sapin en matériaux,Danemark et Norvège,128,Nombre,22,,,22,2816,,,2816,2816,0,
250,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Bois de sapin en matériaux,Russie et Courlande,6,Nombre,22,,,22,132,,,132,132,0,
251,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Bois de sapin en poutreaux,Danemark et Norvège,504,Nombre,3,,,3,1512,,,1512,1512,0,
252,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Bois de gayac,Etats unis de l'Amérique,4000,Livres,,,,,200,,,200,,,Pas de prix unitaire
253,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Bray goudron,Etats unis de l'Amérique,5440,Livres,,,,,288,,,288,,,Pas de prix unitaire
254,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Cendres potasse,Etats unis de l'Amérique,5400,Livres,,,,,1628,,,1628,,,Pas de prix unitaire
255,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Chairs salées (bœuf),Etats unis de l'Amérique,3600,Livres,,,,,1100,,,1100,,,Pas de prix unitaire
256,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Lard salé,Etats unis de l'Amérique,3600,Livres,,,,,1200,,,1200,,,Pas de prix unitaire
257,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Chanvre brut,Russie et Courlande,74880,Livres,"0,3",,,"0,3",22464,,,22464,22464,0,30 livres le quintal
258,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Charbon de terre,Angleterre,905000,Livres,"0,03",,,"0,025",22625,,,22625,22625,0,
259,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Cire jaune,Etats unis de l'Amérique,95,Livres,,,,,140,,,140,,,Pas de prix unitaire
260,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Coton filé,Marseille,"759,5",Livres,,,,,2178,,,2178,,,Prix unitaire difficile à lire
261,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Coton en laine,Marseille,100,Livres,2,,,2,200,,,200,200,0,
262,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Cuir tanné,Espagne,132,Demi cuirs,15,,,15,1980,,,1980,1980,0,
263,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Cuir tanné,Angleterre,100,Livres,,,,,125,,,125,,,
264,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Drogues diverses pour la peinture et teinture,Marseille,,,,,,,213,,,213,,,
265,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Drogues diverses pour la peinture et teinture,Hollande,,,,,,,346,,,346,,,
266,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Drogues diverses pour la peinture et teinture,Etats unis de l'Amérique,,,,,,,120,,,120,,,
267,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Huile de spermaceti,Etats unis de l'Amérique,19000,Livres,,,,,4251,,,4251,,,Pas de prix unitaire
268,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Eau de vie simple,Marseille,"17532,15",Velte,5,,,5,87687,,,87687,"87660,76","26,24",487 muids et 44 pintes
269,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Eau de vie simple,Espagne,"5436,39",Velte,5,,,5,27250,,,27250,"27181,94","68,06",
270,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Fayence,L'Orient,,,,,,,564,,,564,,,
271,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Fayence,Angleterre,,,,,,,14351,,,14351,,,
272,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Fer blanc,Angleterre,9695,Livres,,10,,"0,5",4846,,,4846,"4847,5","-1,5",
273,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Fer en tole,Angleterre,600,Livres,"0,4",,,"0,4",240,,,240,240,0,40 livres le quintal
274,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Fer en tole,Suède,540,Livres,"0,4",,,"0,4",216,,,216,216,0,40 livres le quintal
275,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Fer en feuillard,Hollande,2000,Livres,"0,3",,,"0,3",600,,,600,600,0,30 livres le quintal
276,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Fer en barre,Dunkerque,20000,Livres,"0,15",,,"0,15",3000,,,3000,3000,0,15 livres le quintal
277,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Fer en barre,Espagne,4222,Livres,"0,15",,,"0,15",633,,,633,"633,3","-0,3",15 livres le quintal
278,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Fer en barre,Suède,354177,Livres,"0,15",,,"0,15",53327,,,53327,"53126,55","200,45",Erreur de calcul; 15 livres le quintal
279,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Fer en barre,Russie et Courlande,32400,Livres,"0,15",,,"0,15",4860,,,4860,4860,0,15 livres le quintal
280,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Fromage,Hollande,12866,Livres,"0,5",,,"0,5",6433,,,6433,6433,0,50 livres le quintal
281,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Fruits cruds (citrons),Espagne,88600,Nombre,,,,,4430,,,4430,,,Pas de prix unitaire
282,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Fruits cruds (citrons),Portugal,12000,Nombre,,,,,60,,,60,,,Pas de prix unitaire
283,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Oranges,Espagne,104200,Nombre,,,,,5200,,,5200,,,
284,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Oranges,Portugal,16300,Nombre,,,,,815,,,815,,,
285,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Fruits secs divers,Marseille,,,,,,,1040,,,1040,,,
286,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Raisins de Corynthe et autres,Marseille,7130,Livres,,,,,1854,,,1854,,,Pas de prix unitaire
287,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Raisins de Corynthe et autres,Espagne,188710,Livres,,,,,56613,,,56613,,,Pas de prix unitaire
288,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Raisins de Corynthe et autres,Portugal,360,Livres,,,,,108,,,108,,,Pas de prix unitaire
289,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Figues,Espagne,"2968,73",Livres,4,10,,"4,5",13359,,,13359,"13359,3","-0,3",4 livres et 10 sous les 30
290,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Figues,Portugal,14522,Livres,4,10,,"4,5",65346,,,65346,65349,-3,4 livres et 10 sous les 30
291,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Futailles vides,Angleterre,30,Nombre,,,,,180,,,180,,,Pas de prix unitaire
292,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Grains comestibles (riz),Marseille,1079,Livres,"0,25",,,"0,25",269,,,269,"269,75","-0,75",25 livres le quintal
293,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,11,Alpiste,Espagne,1928,Livres,"0,35",,,"0,35",677,,,677,"674,8","2,2",35 livres le quintal
294,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,12,Graine de lin,Russie et Courlande,627745,Livres,"0,15",,,"0,15",94162,,,94162,"94161,75","0,25",15 livres le quintal
295,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,12,Graine de lin,Etats unis de l'Amérique,138000,Livres,"0,15",,,"0,15",20700,,,20700,20700,0,15 livres le quintal
296,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,12,Huile d'olive,Marseille,9468,Livres,1,,,1,9468,,,9468,9468,0,100 livres le quintal
297,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,12,Huile de morue,Etats unis de l'Amérique,1900,Livres,,,,,400,,,400,,,Pas de prix unitaire
298,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,12,Laine lavée,Marseille,18019,Livres,,26,,"1,3",23425,,,23425,"23424,7","0,3",
299,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,12,Laine en toison,Marseille,5837,Livres,,20,,1,5837,,,5837,5837,0,
300,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,12,Laine en toison,Angleterre,500,Livres,,20,,1,500,,,500,500,0,
301,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,12,Laine non filée,Angleterre,7210,Livres,2,,,2,14420,,,14420,14420,0,
302,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,12,Laine peignée,Angleterre,2800,Livres,,30,,"1,5",4200,,,4200,4200,0,
303,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,12,Légumes (haricots),Etats unis de l'Amérique,1050,Livres,,,,,130,,,130,,,Pas de prix unitaire
304,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,12,Liège en bouchons,Marseille,15000,Nombre,"0,01",,,"0,01",150,,,150,150,0,10 livres le mille
305,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,12,Liège en Planches,Marseille,4600,Livres,"0,2",,,"0,2",920,,,920,920,0,20 livres le quintal
306,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,12,Lin avec son etoupe,Russie et Courlande,1800,Livres,"0,2",,,"0,2",360,,,360,360,0,20 livres le quintal
307,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,12,Marbre ouvré,Marseille,,,,,,,1200,,,1200,,,
308,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,12,Marchandises à la valeur,Marseille,,,,,,,731,,,731,,,
309,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,12,Marchandises à la valeur,Espagne,,,,,,,162,,,162,,,
310,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,12,Marchandises à la valeur,Angleterre,,,,,,,254,,,254,,,
311,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,12,Marchandises à la valeur,Hollande,,,,,,,124,,,124,,,
312,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,12,Marchandises à la valeur,Russie et Courlande,,,,,,,118,,,118,,,
313,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,12,Marchandises à la valeur,Etats unis de l'Amérique,,,,,,,1964,,,1964,,,
314,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,12,Ouvrages en cuir ,Bayonne,,,,,,,375,,,375,,,
315,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,12,Ouvrages en cuir ,Angleterre,,,,,,,1539,,,1539,,,
316,Laura Moutou,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National par direction,Imports,1789,Saint-Malo,Morlaix,12,Ouvrages de terre cuite,Angleterre,,,,,,,395,,,395,,,
