numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,quantity_unit,leurvaleursubtotal_2,remarks,Double compte,Leurvaleursubtotal_1,direction
249,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Eaux de vie,La Martinique,72792,144,pintes,,,0,204995,Bordeaux
250,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Eaux de vie,La Guadeloupe,34051,22,muids,,,0,204995,Bordeaux
251,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Eaux de vie,La Guadeloupe,34051,97,pintes,,,0,204995,Bordeaux
252,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Eaux de vie,Cayenne et Guyanne,272,1,muids,,,0,204995,Bordeaux
253,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Eaux de vie,Cayenne et Guyanne,272,156,pintes,,,0,204995,Bordeaux
254,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Eaux de vie,Sénégal et Guinée,144776,1002,muids,,,0,204995,Bordeaux
255,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Eaux de vie,Sénégal et Guinée,144776,67,pintes,,,0,204995,Bordeaux
256,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Epicerie divers,St Domingue,32088,,,38358,,0,38358,Bordeaux
257,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Epicerie divers,La Martinique,4262,,,,,0,38358,Bordeaux
258,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Epicerie divers,La Guadeloupe,2008,,,,,0,38358,Bordeaux
259,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Epicerie divers,Sénégal et Guinée,186,,,,,0,38358,Bordeaux
260,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Estampes et cartes géographique,St Domingue,3730,,,6360,,0,6360,Bordeaux
261,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Estampes et cartes géographique,La Martinique,1500,,,,,0,6360,Bordeaux
262,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Estampes et cartes géographique,La Guadeloupe,630,,,,,0,6360,Bordeaux
263,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Estampes et cartes géographique,Cayenne et Guyanne,500,,,,,0,6360,Bordeaux
264,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Etain ouvré,St Domingue,6178,4413,livres,8418,,0,8417,Bordeaux
265,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Etain ouvré,La Martinique,1636,1168,livres,,,0,8417,Bordeaux
266,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Etain ouvré,La Guadeloupe,604,432,livres,,,0,8417,Bordeaux
267,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Etain ouvré,Sénégal et Guinée,1764,1253,livres,,Le pdf donne aussi la quantité en livres,0,8417,Bordeaux
268,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Etoffe divers ; de coton,St Domingue,8270,,,8790,,0,8790,Bordeaux
269,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Etoffe divers ; de coton,La Martinique,370,,,,,0,8790,Bordeaux
270,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Etoffe divers ; de coton,La Guadeloupe,150,,,,,0,8790,Bordeaux
271,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Etoffe divers ; de coton,Sénégal et Guinée,300,,,,,0,8790,Bordeaux
272,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Etoffe divers ; de laine,St Domingue,47365,,,67796,,0,67796,Bordeaux
273,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Etoffe divers ; de laine,La Martinique,4219,,,,,0,67796,Bordeaux
274,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Etoffe divers ; de laine,La Guadeloupe,15365,,,,,0,67796,Bordeaux
275,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Etoffe divers ; de laine,Cayenne et Guyanne,847,,,,,0,67796,Bordeaux
276,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Etoffe divers ; de soye,St Domingue,348224,,,382949,,0,382949,Bordeaux
277,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Etoffe divers ; de soye,La Martinique,15600,,,,Le pdf donne aussi la quantité en livres,0,382949,Bordeaux
278,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Etoffe divers ; de soye,La Guadeloupe,17625,,,,Le pdf donne aussi la quantité en livres,0,382949,Bordeaux
279,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Etoffe divers ; de soye,Cayenne et Guyanne,1500,,,,Le pdf donne aussi la quantité en livres,0,382949,Bordeaux
280,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Etoffe divers ; de soye,Sénégal et Guinée,48494,,,,Le pdf donne aussi la quantité en livres,0,382949,Bordeaux
281,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Etoffe divers ; mêlée de soye,St Domingue,33882,,,37604,Le pdf donne aussi la quantité en livres,0,37602,Bordeaux
282,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Etoffe divers ; mêlée de soye,La Martinique,1846,,,,Le pdf donne aussi la quantité en livres,0,37602,Bordeaux
283,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Etoffe divers ; mêlée de soye,La Guadeloupe,1066,,,,Le pdf donne aussi la quantité en livres,0,37602,Bordeaux
284,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Etoffe divers ; mêlée de soye,Cayenne et Guyanne,810,,,,Le pdf donne aussi la quantité en livres,0,37602,Bordeaux
285,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,3,Etoffe divers ; mêlée de soye,Sénégal et Guinée,8236,,,,Le pdf donne aussi la quantité en livres,0,37602,Bordeaux
286,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Etoupes,St Domingue,4320,28800,livres,5991,Le pdf donne aussi la quantité en livres,0,5995,Bordeaux
287,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Etoupes,La Martinique,1164,7760,livres,,Le pdf donne aussi la quantité en livres,0,5995,Bordeaux
288,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Etoupes,La Guadeloupe,435,2900,livres,,Le pdf donne aussi la quantité en livres,0,5995,Bordeaux
289,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Etoupes,Cayenne et Guyanne,72,480,livres,,Le pdf donne aussi la quantité en livres,0,5995,Bordeaux
290,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Etoupes,Sénégal et Guinée,523,1692,livres,,Le pdf donne aussi la quantité en livres,0,5995,Bordeaux
291,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fayence,St Domingue,10378,,,12404,,0,12403,Bordeaux
292,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fayence,La Martinique,600,,,,,0,12403,Bordeaux
293,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fayence,La Guadeloupe,700,,,,,0,12403,Bordeaux
294,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fayence,Cayenne et Guyanne,726,,,,,0,12403,Bordeaux
295,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fayence,Sénégal et Guinée,3517,,,,,0,12403,Bordeaux
296,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; en barres et verge,St Domingue,43098,289823,livres,65388,,0,65388,Bordeaux
297,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; en barres et verge,La Martinique,15385,107501,livres,,,0,65388,Bordeaux
298,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; en barres et verge,La Guadeloupe,6785,45900,livres,,,0,65388,Bordeaux
299,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; en barres et verge,Cayenne et Guyanne,120,800,livres,,,0,65388,Bordeaux
300,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; en barres et verge,Sénégal et Guinée,31660,211075,livres,,,0,65388,Bordeaux
301,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; de fonte brute,St Domingue,1684,21059,livres,5540,,0,5540,Bordeaux
302,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; de fonte brute,La Martinique,2864,35805,livres,,,0,5540,Bordeaux
303,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; de fonte brute,La Guadeloupe,992,12400,livres,,,0,5540,Bordeaux
304,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; de fonte ouvré en chaudières,St Domingue,2717096,18109380,livres,2741653,,0,2741653,Bordeaux
305,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; de fonte ouvré en chaudières,La Martinique,12157,80586,livres,,,0,2741653,Bordeaux
306,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; de fonte ouvré en chaudières,La Guadeloupe,12400,88000,livres,,,0,2741653,Bordeaux
307,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; de fonte ouvré en chaudières,Sénégal et Guinée,5512,27562,livres,,,0,2741653,Bordeaux
308,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; de fonte en boulets et canons,St Domingue,7651,,,16422,,0,16422,Bordeaux
309,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; de fonte en boulets et canons,La Martinique,8771,,,,,0,16422,Bordeaux
310,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; de fonte en boulets et canons,Sénégal et Guinée,1232,,,,,0,16422,Bordeaux
311,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; feuillard et tôle,St Domingue,2061,10480,livres,4454,,0,4454,Bordeaux
312,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; feuillard et tôle,La Martinique,952,5200,livres,,,0,4454,Bordeaux
313,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; feuillard et tôle,La Guadeloupe,1386,7700,livres,,,0,4454,Bordeaux
314,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; feuillard et tôle,Cayenne et Guyanne,55,250,livres,,,0,4454,Bordeaux
315,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; feuillard et tôle,Sénégal et Guinée,2502,13900,livres,,,0,4454,Bordeaux
316,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; en clous,St Domingue,250893,627234,livres,322139,,0,322139,Bordeaux
317,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; en clous,La Martinique,38365,95913,livres,,,0,322139,Bordeaux
318,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; en clous,La Guadeloupe,31441,78603,livres,,,0,322139,Bordeaux
319,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; en clous,Cayenne et Guyanne,1440,3600,livres,,,0,322139,Bordeaux
320,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; en clous,Sénégal et Guinée,2523,8410,livres,,,0,322139,Bordeaux
321,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; ouvré,St Domingue,51991,172247,livres,67473,,0,67470,Bordeaux
322,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; ouvré,La Martinique,8960,29668,livres,,,0,67470,Bordeaux
323,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; ouvré,La Guadeloupe,5847,19492,livres,,,0,67470,Bordeaux
324,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; ouvré,Cayenne et Guyanne,675,2150,livres,,,0,67470,Bordeaux
325,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; blanc en feuilles,St Domingue,1638,2660,livres,2223,,0,2223,Bordeaux
326,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; blanc en feuilles,La Guadeloupe,468,760,livres,,,0,2223,Bordeaux
327,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; blanc en feuilles,Cayenne et Guyanne,117,190,livres,,,0,2223,Bordeaux
328,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; blanc ouvré,St Domingue,12978,,,14474,,0,14474,Bordeaux
329,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; blanc ouvré,La Martinique,894,,,,,0,14474,Bordeaux
330,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; blanc ouvré,La Guadeloupe,562,,,,,0,14474,Bordeaux
331,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; blanc ouvré,Cayenne et Guyanne,40,,,,,0,14474,Bordeaux
332,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fers ; blanc ouvré,Sénégal et Guinée,380,,,,,0,14474,Bordeaux
333,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fils ; commun,St Domingue,8992,5811,livres,11574,,0,11574,Bordeaux
334,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fils ; commun,La Martinique,2172,2835,livres,,,0,11574,Bordeaux
335,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fils ; commun,La Guadeloupe,115,50,livres,,,0,11574,Bordeaux
336,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fils ; commun,Cayenne et Guyanne,295,200,livres,,,0,11574,Bordeaux
337,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fils ; commun,Sénégal et Guinée,92,40,livres,,,0,11574,Bordeaux
338,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,File ; à coudre,St Domingue,53049,9069,livres,59661,,0,59661,Bordeaux
339,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,File ; à coudre,La Martinique,6054,1009,livres,,,0,59661,Bordeaux
340,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,File ; à coudre,La Guadeloupe,288,48,livres,,,0,59661,Bordeaux
341,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,File ; à coudre,Cayenne et Guyanne,270,45,livres,,,0,59661,Bordeaux
342,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,File ; à coudre,Sénégal et Guinée,60,10,livres,,,0,59661,Bordeaux
343,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,File ; à voile,St Domingue,69292,60160,livres,192695,,0,192695,Bordeaux
344,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,File ; à voile,La Martinique,96525,83931,livres,,Le pdf donne aussi la quantité en livres,0,192695,Bordeaux
345,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,File ; à voile,La Guadeloupe,24790,21476,livres,,,0,192695,Bordeaux
346,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,File ; à voile,Cayenne et Guyanne,2088,1816,livres,,,0,192695,Bordeaux
347,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,File ; à voile,Sénégal et Guinée,1169,1017,livres,,Le pdf donne aussi la quantité en livres,0,192695,Bordeaux
348,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fleur artificielles,St Domingue,2410,,,4624,Le pdf donne aussi la quantité en livres,0,4624,Bordeaux
349,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fleur artificielles,La Martinique,2214,,,,Le pdf donne aussi la quantité en livres,0,4624,Bordeaux
350,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fil de laiton,St Domingue,1980,132,livres,,Le pdf donne aussi la quantité en livres,0,1980,Bordeaux
351,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fruits secs et a l'eau de vie ; divers,St Domingue,3280,,,4203,Le pdf donne aussi la quantité en livres,0,4203,Bordeaux
352,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fruits secs et a l'eau de vie ; divers,La Martinique,428,,,,Le pdf donne aussi la quantité en livres,0,4203,Bordeaux
353,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fruits secs et a l'eau de vie ; divers,La Guadeloupe,495,,,,Le pdf donne aussi la quantité en livres,0,4203,Bordeaux
354,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fruits secs et a l'eau de vie ; divers,Sénégal et Guinée,9,,,,Le pdf donne aussi la quantité en livres,0,4203,Bordeaux
355,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fruits secs et a l'eau de vie ; amandes cassées et en corps et prunes ???,St Domingue,42910,174861,livres,57466,Le pdf donne aussi la quantité en livres,0,57466,Bordeaux
356,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fruits secs et a l'eau de vie ; amandes cassées et en corps et prunes ???,La Martinique,8737,38173,livres,,Le pdf donne aussi la quantité en livres,0,57466,Bordeaux
357,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fruits secs et a l'eau de vie ; amandes cassées et en corps et prunes ???,La Guadeloupe,5753,25192,livres,,Le pdf donne aussi la quantité en livres,0,57466,Bordeaux
358,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fruits secs et a l'eau de vie ; amandes cassées et en corps et prunes ???,Cayenne et Guyanne,66,300,livres,,Le pdf donne aussi la quantité en livres,0,57466,Bordeaux
359,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fruits secs et a l'eau de vie ; amandes cassées et en corps et prunes ???,Sénégal et Guinée,176,800,livres,,Le pdf donne aussi la quantité en livres,0,57466,Bordeaux
360,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fruits à l'eau de vie ; frais à l'eau de vie,St Domingue,22042,11021,pots,33744,Le pdf donne aussi la quantité en livres,0,33744,Bordeaux
361,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fruits à l'eau de vie ; frais à l'eau de vie,La Martinique,8178,4089,pots,,Le pdf donne aussi la quantité en livres,0,33744,Bordeaux
362,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fruits à l'eau de vie ; frais à l'eau de vie,La Guadeloupe,3240,1620,pots,,Le pdf donne aussi la quantité en livres,0,33744,Bordeaux
363,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,4,Fruits à l'eau de vie ; frais à l'eau de vie,Cayenne et Guyanne,284,142,pots,,Le pdf donne aussi la quantité en livres,0,33744,Bordeaux
