dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,value,quantit,total,quantity_unit,prix_unitaire
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,228,Ecorces ; de Quinquina,1656776,207097,1656776,Kilo,8
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,228,"Ecorces ; de citrons, d'oranges et de leurs variétés",16411,32823,16411,Kilo,0.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,174,Eponges ; communes,455025,91005,455025,Kilo,5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,174,Eponges ; fines,312048,19503,312048,Kilo,16
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,230,Feuilles ; Autres,4376,4376,4376,Kilo,1
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,230,Feuilles ; d'oranger,65059,65059,65059,Kilo,1
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,230,Feuilles ; de Séné,211473,60421,211473,Kilo,3.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,230,Fleurs ; Autres,9517,9517,9517,Kilo,1
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,230,Fleurs ; de Lavande et d'oranger,260176,130088,260176,Kilo,2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,234,Fruits ; Autres,80872,80872,80872,Kilo,1
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,232,Fruits ; Badiane ou Anis étoilé de la Chine,33352,16676,33352,Kilo,2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,234,Fruits ; Barbotine,2054,6848,2054,Kilo,0.3
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,232,Fruits ; Casse sans apprêt,152146,101431,152146,Kilo,1.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,234,Fruits ; Follicules de séné,25790,9211,25790,Kilo,2.8
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,232,Fruits ; Graine de moutarde,22608,45217,22608,Kilo,0.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,232,Fruits ; Tamarins ; confits dans le sucre,1860,1240,1860,Kilo,1.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,232,Fruits ; Tamarins ; en gousses,1292,2870,1292,Kilo,0.45
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,228,Herbes ; Absinthe,6960,13921,6960,Kilo,0.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,228,Herbes ; Autres,4034,8069,4034,Kilo,0.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,224,Ipécacuana,44213,3401,44213,Kilo,13
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,226,Iris de Florence,20551,11417,20551,Kilo,1.8
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,226,Jalap,114076,35649,114076,Kilo,3.2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,220,Jus de réglisse,663277,663277,663277,Kilo,1
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,234,Lichens médicinaux,1270,4234,1270,Kilo,0.3
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,220,Manne,78097,43387,78097,Kilo,1.8
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,330,Médicaments composés (Eaux distillées sans alcool),13065,2613,13065,Kilo,5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,218,Opium,717280,22415,717280,Kilo,32
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,226,Racines ; autres,210453,70151,210453,Kilo,3
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,224,Rhubarbe,53665,10733,53665,Kilo,5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,226,Réglisse,358567,796816,358567,Kilo,0.45
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,214,Résines ; Scammonée,48760,1219,48760,Kilo,40
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,214,Résines ; Térébenthine ; compacte,722,3607,722,Kilo,0.2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,214,Résines ; Térébenthine ; essence,9945,16576,9945,Kilo,0.6
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,212,Résines ; Térébenthine liquide,2249,14990,2249,Kilo,0.15
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,226,Salesepareille,120633,40211,120633,Kilo,3
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,172,Sangsues,1249629,41654300,1249629,pièce,0.03
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,308,Sels ammoniacaux ; bruts ou en poudre,73780,62908,73780,Kilo,3.2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,308,Sels ammoniacaux ; raffinés,0,0,0,Kilo,3.2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,310,"Sels, sulfates ; de magnésie",8996,14994,8996,Kilo,0.6
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,218,Aloes,17740,8064,17740,Kilo,2.2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,216,Baumes ; Benjoin,60720,20240,60720,Kilo,3
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,216,Baumes ; Copahu,18046,9023,18046,Kilo,2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,216,"Baumes ; Storax préparé, liquide",613,383,613,Kilo,1.6
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,218,Camphre brut,16164,4041,16164,Kilo,4
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,220,Camphre raffiné,51119,6014,51119,Kilo,8.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,172,Cantharides,95130,9513,95130,Kilo,10
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,174,Castoreum,6000,75,6000,Kilo,80
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,176,Cornes de cerf ; Râpures,2569,3670,2569,Kilo,0.7
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,176,Cornes de cerf ; en morceaux,7839,11198,7839,Kilo,0.7
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,228,Ecorces ; autres,1151,1439,1151,Kilo,0.8
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,228,Ecorces ; de Quinquina,3535800,441975,3535800,Kilo,8
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,228,"Ecorces ; de citrons, d'oranges et de leurs variétés",36913,73826,36913,Kilo,0.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,174,Eponges ; communes,332160,66432,332160,Kilo,5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,174,Eponges ; fines,173872,10867,173872,Kilo,16
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,230,Feuilles ; Autres,3492,3492,3492,Kilo,1
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,230,Feuilles ; d'oranger,50538,50538,50538,Kilo,1
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,230,Feuilles ; de Séné,110282,31509,110282,Kilo,3.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,230,Fleurs ; Autres,7172,7172,7172,Kilo,1
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,230,Fleurs ; de Lavande et d'oranger,342960,156480,342960,Kilo,2.19
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,234,Fruits ; Autres,109747,109747,109747,Kilo,1
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,232,Fruits ; Badiane ou Anis étoilé de la Chine,38962,19481,38962,Kilo,2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,234,Fruits ; Barbotine,1310,4368,1310,Kilo,0.3
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,232,Fruits ; Casse sans apprêt,84378,56252,84378,Kilo,1.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,234,Fruits ; Follicules de séné,43935,15691,43935,Kilo,2.8
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,232,Fruits ; Graine de moutarde,35863,71726,35863,Kilo,0.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,232,Fruits ; Tamarins ; confits dans le sucre,11205,7470,11205,Kilo,1.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,232,Fruits ; Tamarins ; en gousses,1390,3089,1390,Kilo,0.45
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,228,Herbes ; Absinthe,8010,16021,8010,Kilo,0.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,228,Herbes ; Autres,6658,13316,6658,Kilo,0.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,224,Ipécacuana,65338,5026,65338,Kilo,13
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,226,Iris de Florence,56052,31140,56052,Kilo,1.8
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,226,Jalap,133590,41747,133590,Kilo,3.2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,220,Jus de réglisse,347995,347995,347995,Kilo,1
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,234,Lichens médicinaux,2264,7545,2264,Kilo,0.3
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,220,Manne,118028,65571,118028,Kilo,1.8
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,330,Médicaments composés (Eaux distillées sans alcool),14250,2850,14250,Kilo,5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,218,Opium,170304,5322,170304,Kilo,32
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,226,Racines ; autres,252723,84241,252723,Kilo,3
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,224,Rhubarbe,20600,4120,20600,Kilo,5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,226,Réglisse,344733,766074,344733,Kilo,0.45
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,214,Résines ; Scammonée,19520,488,19520,Kilo,40
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,214,Résines ; Térébenthine ; compacte,323,1615,323,Kilo,0.2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,214,Résines ; Térébenthine ; essence,123,205,123,Kilo,0.6
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,212,Résines ; Térébenthine liquide,2617,17449,2617,Kilo,0.15
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,226,Salesepareille,152817,50939,152817,Kilo,3
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,172,Sangsues,656579,21885965,656579,pièce,0.03
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,308,Sels ammoniacaux ; bruts ou en poudre,15885,4964,15885,Kilo,3.2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,308,Sels ammoniacaux ; raffinés,47501,14844,47501,Kilo,3.2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1834,Imports,310,"Sels, sulfates ; de magnésie",8125,13542,8125,Kilo,0.6
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,218,Aloes,8055,3661,8055,Kilo,2.2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,216,Baumes ; Benjoin,4587,1529,4587,Kilo,3
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,216,Baumes ; Copahu,26756,13378,26756,Kilo,2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,216,"Baumes ; Storax préparé, liquide",2200,1375,2200,Kilo,1.6
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,218,Camphre brut,1412,353,1412,Kilo,4
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,220,Camphre raffiné,21651,2547,21651,Kilo,8.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,172,Cantharides,40520,4052,40520,Kilo,10
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,174,Castoreum,33360,417,33360,Kilo,80
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,176,Cornes de cerf ; Râpures,850,1214,850,Kilo,0.7
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,176,Cornes de cerf ; en morceaux,10525,15035,10525,Kilo,0.7
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,228,Ecorces ; autres,480,601,480,Kilo,0.8
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,228,Ecorces ; de Quinquina,2006592,250824,2006592,Kilo,8
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,228,"Ecorces ; de citrons, d'oranges et de leurs variétés",16967,33934,16967,Kilo,0.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,174,Eponges ; communes,304150,60830,304150,Kilo,5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,174,Eponges ; fines,152976,9561,152976,Kilo,16
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,230,Feuilles ; Autres,1726,1726,1726,Kilo,1
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,230,Feuilles ; d'oranger,39263,39263,39263,Kilo,1
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,230,Feuilles ; de Séné,65899,18828,65899,Kilo,3.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,230,Fleurs ; Autres,8013,8013,8013,Kilo,1
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,230,Fleurs ; de Lavande et d'oranger,418036,209018,418036,Kilo,2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,234,Fruits ; Autres,56522,56522,56522,Kilo,1
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,232,Fruits ; Badiane ou Anis étoilé de la Chine,47014,23507,47014,Kilo,2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,234,Fruits ; Barbotine,1821,6070,1821,Kilo,0.3
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,232,Fruits ; Casse sans apprêt,104166,69444,104166,Kilo,1.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,234,Fruits ; Follicules de séné,14890,5318,14890,Kilo,2.8
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,232,Fruits ; Graine de moutarde,88182,176363,88182,Kilo,0.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,232,Fruits ; Tamarins ; confits dans le sucre,1806,1203,1806,Kilo,1.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,232,Fruits ; Tamarins ; en gousses,6049,13441,6049,Kilo,0.45
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,228,Herbes ; Absinthe,6862,13723,6862,Kilo,0.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,228,Herbes ; Autres,3948,7894,3948,Kilo,0.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,224,Ipécacuana,23283,1791,23283,Kilo,13
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,226,Iris de Florence,23076,12820,23076,Kilo,1.8
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,226,Jalap,93833,29323,93833,Kilo,3.2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,220,Jus de réglisse,327748,327748,327748,Kilo,1
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,234,Lichens médicinaux,2320,7733,2320,Kilo,0.3
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,220,Manne,96737,53744,96737,Kilo,1.8
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,330,Médicaments composés (Eaux distillées sans alcool),8580,1716,8580,Kilo,5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,218,Opium,211776,6618,211776,Kilo,32
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,226,Racines ; autres,238521,79507,238521,Kilo,3
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,224,Rhubarbe,50710,10142,50710,Kilo,5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,226,Réglisse,197113,438031,197113,Kilo,0.45
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,214,Résines ; Scammonée,21520,538,21520,Kilo,40
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,214,Résines ; Térébenthine ; compacte,19841,99208,19841,Kilo,0.2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,214,Résines ; Térébenthine ; essence,0,0,0,Kilo,0.6
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,212,Résines ; Térébenthine liquide,3165,21107,3165,Kilo,0.15
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,226,Salesepareille,380436,126812,380436,Kilo,3
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,172,Sangsues,676813,22560440,676813,pièce,0.03
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,308,Sels ammoniacaux ; bruts ou en poudre,3002,938,3002,Kilo,3.2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,308,Sels ammoniacaux ; raffinés,29219,9131,29219,Kilo,3.2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1835,Imports,310,"Sels, sulfates ; de magnésie",3297,5494,3297,Kilo,0.6
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,218,Aloes,13211,6003,13211,Kilo,2.2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,216,Baumes ; Benjoin,60816,20272,60816,Kilo,3
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,216,Baumes ; Copahu,11650,5825,11650,Kilo,2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,216,"Baumes ; Storax préparé, liquide",2648,1655,2648,Kilo,1.6
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,218,Camphre brut,24660,6165,24660,Kilo,4
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,220,Camphre raffiné,47609,5601,47609,Kilo,8.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,172,Cantharides,23230,2323,23230,Kilo,10
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,174,Castoreum,17920,224,17920,Kilo,80
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,176,Cornes de cerf ; Râpures,500,714,500,Kilo,0.7
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,176,Cornes de cerf ; en morceaux,9792,13989,9792,Kilo,0.7
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,228,Ecorces ; autres,29315,36644,29315,Kilo,0.8
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,228,Ecorces ; de Quinquina,1563968,195496,1563968,Kilo,8
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,228,"Ecorces ; de citrons, d'oranges et de leurs variétés",15943,31886,15943,Kilo,0.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,174,Eponges ; communes,458620,91724,458620,Kilo,5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,174,Eponges ; fines,152144,9509,152144,Kilo,16
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,230,Feuilles ; Autres,1555,1555,1555,Kilo,1
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,230,Feuilles ; d'oranger,28638,28638,28638,Kilo,1
